distance_km,weight_kg,priority_encoded,hour_of_day,day_of_week,traffic_factor,weather_score,driver_experience_days,is_rush_hour,zone_density,is_delayed,delay_minutes
19.2,13.3,1,17,0,1.43,0.25,38,1,0.47,1,33.5
20.95,6.7,2,10,2,1.89,0.94,94,1,0.68,1,46.8
22.65,14.6,1,13,4,0.62,0.93,37,0,0.56,1,45.8
18.11,8.7,2,12,4,0.71,0.79,81,0,0.69,1,26.6
5.77,6.5,2,10,4,1.01,0.78,89,1,0.2,0,0
12.11,14.2,2,9,4,1.65,0.08,170,1,0.97,1,10.6
10.31,8.6,1,5,3,0.82,0.81,175,0,0.46,0,0
9.96,10.6,1,13,1,0.75,0.34,359,0,0.11,0,0
23.56,12.4,1,14,1,0.91,0.91,365,0,0.38,1,29.5
21.08,12.9,1,20,4,2.01,0.98,726,1,0.52,1,55.9
33.07,2.8,1,16,4,0.81,0.89,87,0,0.84,1,25.0
6.45,1.8,1,13,5,0.7,0.39,95,0,0.63,0,0
14.18,13.5,0,17,3,1.51,0.99,31,1,0.31,1,40.3
10.31,4.8,1,19,0,1.51,0.75,93,1,0.66,0,0
25.63,11.5,2,3,0,0.93,0.35,370,0,0.57,1,14.5
25.34,14.8,1,10,5,1.1,0.12,366,1,0.2,0,0
12.66,8.2,0,9,0,1.9,0.15,374,1,0.51,0,0
3.56,4.2,0,14,0,0.77,0.7,84,0,0.49,0,0
38.67,2.9,0,21,2,0.8,0.73,363,0,0.75,1,38.4
14.05,2.3,0,21,4,0.7,0.04,735,0,0.72,0,0
6.97,11.3,0,14,1,0.67,0.62,32,0,0.99,1,33.7
6.97,5.1,2,8,2,2.06,0.42,84,1,0.44,0,0
38.67,7.9,0,11,2,1.04,0.63,372,0,0.65,1,37.6
12.87,14.7,2,18,6,1.59,0.93,32,1,0.62,1,46.0
36.1,4.7,1,19,2,1.91,0.81,720,1,0.46,1,50.1
21.31,13.6,1,9,6,2.15,0.82,185,1,0.8,1,16.8
5.06,11.0,2,20,1,1.47,0.48,372,1,0.29,0,0
10.31,8.9,1,19,4,1.88,0.55,373,1,0.46,0,0
8.48,3.3,1,10,3,1.64,0.86,370,1,0.94,1,3.9
7.51,7.6,1,7,4,0.93,0.98,35,0,0.2,0,0
11.82,11.9,1,19,1,1.46,0.1,85,1,0.3,1,17.4
15.98,13.0,0,19,2,1.87,0.79,728,1,0.95,1,17.8
26.62,12.3,1,12,4,0.49,0.72,357,0,0.31,0,0
36.1,5.2,1,7,5,0.75,0.54,24,0,0.52,1,54.9
23.56,5.8,1,18,0,1.79,0.05,370,1,0.91,1,44.2
23.79,11.1,0,19,1,1.51,0.18,739,1,0.29,1,51.4
19.8,5.4,0,4,0,0.62,0.29,366,0,0.48,0,0
13.35,13.8,1,10,6,1.46,0.98,372,1,0.65,1,2.9
7.51,5.3,1,18,1,2.1,0.3,372,1,0.11,0,0
12.66,0.8,1,12,6,0.88,0.97,355,0,0.15,0,0
12.66,10.1,1,15,1,0.86,0.89,172,0,0.17,0,0
23.72,5.0,0,16,1,0.83,0.55,366,0,0.87,1,3.2
7.13,2.6,1,11,0,0.91,0.66,27,0,0.18,1,35.6
16.05,10.0,1,8,1,1.66,0.83,170,1,0.65,1,47.5
35.18,14.8,1,18,1,1.69,0.35,723,1,0.59,1,54.6
8.87,9.7,0,16,0,0.72,0.39,38,0,0.46,1,27.5
2.96,11.8,0,16,6,1.04,0.2,186,0,0.83,0,0
7.34,8.0,1,14,6,0.76,0.95,36,0,0.71,1,14.7
19.05,9.4,1,16,6,0.52,0.85,359,0,0.2,0,0
7.51,2.7,0,14,2,0.75,0.41,83,0,0.65,0,0
33.07,13.6,1,18,5,1.18,0.27,181,1,0.37,1,63.4
4.73,13.5,1,20,1,1.81,0.22,37,1,0.98,1,15.6
3.93,9.0,1,15,6,0.59,0.04,370,0,0.94,0,0
19.68,8.3,2,16,1,1.02,0.86,31,0,0.98,1,62.8
4.73,11.5,1,19,6,1.66,0.36,25,1,0.35,1,23.7
38.67,13.0,0,8,1,1.55,0.63,82,1,0.65,1,68.4
13.75,10.5,0,13,0,0.96,0.9,739,0,0.61,1,37.3
13.22,4.2,1,11,6,0.59,0.19,34,0,0.7,1,33.9
8.87,9.7,2,9,3,1.84,0.95,732,1,0.26,1,16.5
16.41,14.9,2,8,4,1.35,0.12,368,1,0.51,1,30.4
12.87,12.3,1,13,5,0.78,0.42,171,0,0.54,0,0
5.39,9.1,2,19,0,1.5,0.91,186,1,0.79,0,0
17.54,2.9,1,11,0,0.82,0.84,178,0,0.47,1,32.7
16.08,3.6,1,17,1,1.19,0.82,728,1,0.22,1,11.3
8.87,12.2,0,16,3,0.56,0.35,370,0,0.59,0,0
8.8,11.9,1,19,5,1.68,0.03,99,1,0.32,1,30.9
7.34,9.3,1,13,4,0.93,0.83,181,0,0.3,0,0
10.31,14.1,0,16,0,0.9,0.93,29,0,0.22,1,12.8
10.55,9.4,1,16,6,0.91,0.8,98,0,0.9,1,30.0
20.5,4.8,0,23,0,0.64,0.25,734,0,0.2,0,0
19.05,11.6,1,4,1,0.93,0.79,363,0,0.65,1,15.8
13.35,0.5,1,23,0,0.85,0.86,81,0,0.85,1,20.6
6.97,7.8,1,9,0,1.64,0.27,181,1,0.83,1,3.0
26.1,7.2,1,14,6,0.44,0.72,360,0,0.45,1,24.5
12.56,15.0,0,17,5,1.61,0.65,187,1,0.47,0,0
6.13,14.8,1,17,5,1.37,0.17,189,1,0.86,1,10.5
5.06,9.6,1,13,6,0.62,0.9,188,0,0.54,0,0
12.66,12.9,0,20,4,1.98,0.81,92,1,0.19,1,29.3
23.56,14.0,2,17,5,2.07,0.43,183,1,0.9,1,47.5
6.97,1.7,0,18,1,1.72,0.2,735,1,0.72,0,0
6.73,11.0,0,18,5,0.74,0.07,375,1,0.83,0,0
36.1,12.6,2,9,3,1.61,0.09,92,1,0.26,1,65.4
12.67,7.1,2,9,2,1.15,0.47,174,1,0.84,1,17.7
7.56,11.4,1,9,3,1.75,0.11,727,1,0.58,0,0
26.16,7.3,1,18,0,2.09,0.65,374,1,0.14,1,37.3
6.13,8.8,0,17,6,1.62,0.03,24,1,0.95,1,16.3
16.05,9.9,1,9,4,1.59,0.56,178,1,0.64,1,19.1
8.87,6.5,1,3,1,1.08,0.47,189,0,0.97,0,0
6.73,8.7,1,7,1,0.86,0.8,84,0,0.27,0,0
28.39,11.3,1,20,5,1.8,0.33,365,1,0.56,1,45.7
7.56,3.6,0,22,6,0.96,0.16,728,0,0.81,0,0
7.56,11.0,1,12,1,0.7,0.48,89,0,0.68,0,0
16.41,1.1,0,23,3,0.6,0.98,364,0,0.35,0,0
13.75,9.4,1,8,2,1.77,0.67,738,1,0.51,0,0
12.66,8.8,2,6,5,0.7,0.8,173,0,0.8,1,6.5
5.56,5.0,2,14,4,0.73,0.57,94,0,0.94,0,0
9.71,13.2,1,17,1,1.45,0.2,37,1,0.53,1,32.4
23.33,8.9,2,10,4,0.97,0.93,732,1,0.57,1,36.7
16.05,11.6,2,6,4,0.92,0.72,27,0,0.69,1,67.8
33.07,1.6,0,11,3,0.75,0.37,88,0,0.87,1,33.4
6.97,1.0,1,17,2,1.9,0.91,725,1,0.74,0,0
13.65,14.6,1,10,2,1.79,0.91,84,1,0.73,1,46.4
2.37,12.7,1,8,0,1.47,0.83,89,1,0.94,1,31.6
10.9,11.0,0,10,4,1.75,0.18,100,1,0.54,1,24.8
13.52,9.1,1,9,3,1.47,0.31,185,1,0.83,1,28.2
38.67,1.3,1,21,5,0.43,0.67,356,0,0.81,1,40.3
20.95,2.7,1,21,2,0.8,0.13,189,0,0.4,1,37.6
19.8,2.5,2,9,1,1.12,0.38,355,1,0.18,1,30.8
17.07,10.8,1,14,1,0.63,0.64,734,0,0.36,0,0
15.98,12.2,0,7,6,0.72,0.64,727,0,0.59,1,24.2
13.52,1.4,0,13,3,1.09,0.52,26,0,0.69,1,13.2
33.07,14.4,1,17,0,1.48,0.62,368,1,0.37,1,68.9
7.13,10.6,1,10,3,1.23,0.76,97,1,0.21,1,26.3
10.31,2.7,2,20,2,1.72,0.29,722,1,0.69,1,36.5
23.49,7.5,1,15,6,0.75,0.87,733,0,0.83,1,34.2
14.33,10.9,0,18,4,1.5,0.51,355,1,0.84,0,0
26.1,13.6,0,11,5,0.63,0.54,25,0,0.69,1,33.1
21.31,8.2,0,8,1,1.67,0.63,738,1,0.39,1,36.7
5.06,8.4,2,15,2,0.63,0.17,370,0,0.66,0,0
8.8,14.2,0,22,1,0.62,0.84,95,0,0.33,0,0
5.77,14.0,0,15,5,0.87,0.95,374,0,0.76,0,0
13.52,13.1,1,18,5,1.14,0.77,36,1,0.92,1,32.4
15.98,2.8,1,23,5,0.66,0.16,100,0,0.53,1,9.0
35.18,0.7,1,7,3,0.66,0.48,96,0,0.15,1,41.9
17.54,2.9,0,10,0,1.82,0.94,726,1,0.71,1,22.9
10.31,8.7,0,18,3,1.4,0.36,370,1,0.27,1,37.9
15.28,11.9,1,13,2,0.97,0.38,181,0,0.13,1,26.3
10.55,12.8,0,15,6,0.61,0.51,180,0,0.86,0,0
9.71,12.6,1,18,2,1.76,0.82,725,1,0.18,0,0
3.56,5.6,1,17,1,1.66,0.25,80,1,0.14,1,25.2
14.39,11.6,1,9,1,1.42,0.99,365,1,0.76,0,0
28.53,2.4,1,18,0,1.62,0.41,357,1,0.13,1,35.0
22.65,3.6,1,2,3,1.01,0.91,176,0,0.23,1,38.4
18.52,1.1,1,9,6,2.0,0.08,360,1,0.28,1,26.1
9.16,4.8,1,17,1,1.31,0.44,185,1,0.15,1,15.9
18.11,9.6,2,6,4,0.84,0.51,361,0,0.74,0,0
26.16,8.8,2,6,6,0.78,0.86,174,0,0.76,1,24.6
16.52,5.8,2,10,2,1.68,0.38,733,1,0.92,1,34.6
17.07,4.9,1,16,0,0.94,0.11,84,0,0.32,1,12.9
23.49,2.7,2,9,1,1.36,0.69,731,1,0.8,1,29.2
13.35,8.2,1,20,6,1.85,0.86,364,1,0.96,1,28.9
15.04,2.9,1,3,2,0.69,0.73,183,0,0.17,0,0
3.84,1.8,2,4,5,0.61,0.75,100,0,0.2,0,0
3.46,9.9,0,9,5,1.29,0.22,91,1,0.84,1,28.4
25.34,7.9,1,16,5,0.8,0.16,182,0,0.88,1,35.8
14.18,1.3,0,17,5,1.92,0.06,83,1,0.8,1,59.7
21.25,12.8,0,12,5,0.87,0.07,82,0,0.37,1,24.8
26.62,13.5,0,14,4,0.97,0.78,367,0,0.86,1,22.7
7.8,9.2,0,8,0,1.48,0.94,727,1,0.37,0,0
20.5,12.6,1,6,4,0.66,0.16,83,0,0.3,1,35.2
18.52,8.0,0,10,5,2.3,0.59,737,1,0.4,1,28.3
38.67,5.5,0,19,1,1.46,0.53,20,1,0.71,1,59.8
3.93,3.9,0,17,6,1.65,0.91,375,1,0.59,1,25.5
10.31,6.9,0,14,5,1.0,0.4,22,0,0.33,1,58.1
5.39,6.6,0,10,5,1.61,0.74,83,1,0.77,0,0
7.3,0.8,2,14,3,0.96,0.11,355,0,0.46,0,0
7.8,5.1,1,18,1,1.79,0.53,172,1,0.61,1,27.0
6.13,9.6,0,17,6,1.23,0.8,97,1,0.81,1,17.9
19.05,9.5,1,13,3,0.59,0.64,360,0,0.67,1,12.1
9.71,5.5,1,22,1,0.87,0.22,190,0,0.61,0,0
2.96,13.9,1,21,2,0.58,0.29,373,0,0.56,0,0
35.18,6.3,2,19,3,1.79,0.24,86,1,0.23,1,66.2
29.14,8.2,2,11,2,0.72,0.86,731,0,0.52,1,21.4
16.08,9.8,0,8,4,1.76,0.69,724,1,0.26,1,21.3
15.01,4.3,1,0,3,0.62,0.55,363,0,0.33,0,0
23.33,13.5,1,10,0,1.45,0.12,360,1,0.82,1,44.9
6.45,12.8,1,9,4,1.28,0.13,90,1,0.1,0,0
21.08,4.9,0,12,5,0.62,0.36,38,0,0.67,1,25.1
12.66,14.3,1,17,5,1.52,0.64,375,1,0.81,1,4.9
21.08,4.5,2,20,2,1.68,0.74,178,1,0.94,1,32.0
23.33,2.0,0,13,6,0.66,0.5,733,0,0.16,1,16.2
20.5,10.6,1,8,2,1.45,0.58,91,1,0.45,1,39.2
15.04,8.0,1,17,1,1.72,0.31,363,1,0.33,1,17.9
7.3,13.2,1,15,3,0.69,0.42,358,0,0.78,0,0
26.62,7.1,2,18,5,1.35,0.84,733,1,0.29,1,15.5
12.67,4.6,2,12,6,0.83,0.75,356,0,0.75,0,0
36.1,3.3,1,13,1,0.91,0.51,372,0,0.41,1,40.4
11.82,13.6,0,9,1,1.57,0.57,740,1,0.82,1,12.0
12.56,10.5,1,20,3,1.67,0.66,365,1,0.75,1,23.8
21.92,8.9,0,20,0,0.76,0.67,184,1,0.3,1,30.6
20.5,5.3,1,12,5,0.69,0.97,91,0,0.12,1,31.8
28.27,7.3,2,20,0,1.75,0.73,375,1,0.44,1,57.3
18.11,2.6,1,5,2,0.88,0.46,184,0,0.68,1,12.7
3.56,13.6,1,13,2,0.84,0.27,94,0,0.88,0,0
16.05,14.7,0,10,3,1.81,0.07,356,1,1.0,0,0
21.92,11.3,1,15,0,0.92,0.76,172,0,0.69,1,34.7
19.05,11.5,1,8,6,2.07,0.24,174,1,0.59,1,43.6
14.39,3.5,1,8,3,1.42,0.39,81,1,0.48,1,27.2
16.41,11.7,0,14,3,0.66,0.46,366,0,0.39,0,0
16.05,10.3,1,13,4,0.62,0.42,90,0,0.98,1,26.0
3.56,4.1,1,11,3,0.9,0.84,372,0,0.12,0,0
17.49,8.7,2,9,5,1.67,0.4,95,1,0.47,1,39.9
23.56,15.0,2,15,3,0.87,0.17,96,0,0.7,1,59.6
15.04,11.9,2,8,6,1.39,0.93,739,1,0.34,1,27.0
13.65,7.1,2,17,0,1.45,0.65,362,1,0.9,0,0
20.5,2.1,1,14,6,1.08,0.02,367,0,0.52,1,17.4
13.65,7.3,0,7,5,0.89,0.85,172,0,0.79,1,0.4
9.16,4.9,0,17,4,1.67,0.64,364,1,0.12,0,0
23.79,8.7,1,1,3,0.84,0.81,366,0,0.3,1,29.1
9.16,14.7,0,18,3,1.48,0.83,371,1,0.9,1,38.2
14.05,12.3,1,18,3,1.88,0.14,740,1,0.99,0,0
23.49,14.5,0,6,5,0.95,0.77,365,0,0.94,1,34.3
9.17,9.7,0,18,1,1.39,0.43,357,1,0.72,0,0
4.73,9.0,1,18,6,1.28,0.22,363,1,0.84,0,0
24.41,10.3,1,12,0,0.75,0.17,355,0,0.48,0,0
23.72,9.1,1,23,6,0.63,0.76,86,0,0.84,1,36.1
12.66,9.4,1,2,3,0.6,0.17,97,0,0.44,0,0
8.8,1.9,0,12,3,0.67,0.89,371,0,0.35,0,0
6.73,13.0,2,11,1,0.93,0.37,83,0,0.39,1,25.8
18.52,1.3,1,7,4,0.84,0.45,170,0,0.27,0,0
28.53,7.0,1,16,0,0.98,0.26,175,0,0.99,1,40.3
14.39,11.6,1,14,4,0.92,0.6,174,0,0.76,0,0
36.1,4.0,0,11,2,1.04,0.67,366,0,0.73,1,41.9
6.97,9.6,0,18,2,1.47,0.34,363,1,0.97,0,0
19.8,1.1,1,20,6,2.25,0.37,731,1,0.43,1,27.4
20.19,1.5,1,4,5,0.7,0.6,183,0,0.82,0,0
12.11,14.8,1,18,5,1.4,0.77,97,1,0.64,1,26.4
20.5,0.9,1,19,5,1.53,0.05,86,1,0.56,1,29.7
8.8,8.4,1,7,2,0.75,0.94,94,0,0.17,0,0
7.8,8.3,1,13,3,0.84,0.31,95,0,0.65,0,0
6.97,10.3,1,7,1,0.73,0.3,34,0,0.89,0,0
14.33,7.1,0,12,0,0.65,0.63,182,0,0.95,0,0
23.79,4.6,0,17,5,1.63,0.33,371,1,0.77,1,24.2
8.8,0.6,2,18,0,1.66,0.82,371,1,0.34,0,0
19.68,14.9,2,17,4,1.7,0.92,189,1,0.6,1,49.8
9.82,2.9,1,4,0,0.98,0.88,720,0,0.74,0,0
18.11,11.3,1,17,5,1.91,0.01,20,1,0.91,1,54.1
12.67,9.1,1,7,1,0.92,0.53,372,0,0.17,0,0
18.11,5.2,1,6,2,0.85,0.02,171,0,0.77,0,0
12.11,11.1,0,18,2,1.64,0.32,726,1,0.82,1,23.5
19.05,6.0,1,21,0,0.77,0.85,38,0,0.87,1,42.2
7.34,3.6,2,7,3,0.58,0.49,30,0,0.66,0,0
16.05,13.0,1,9,2,1.58,0.75,174,1,0.51,1,40.7
14.39,1.0,2,1,5,0.75,0.3,25,0,0.43,1,20.4
31.39,14.8,0,7,1,0.67,0.92,98,0,0.74,1,47.9
21.25,10.8,0,7,4,0.81,0.21,185,0,0.86,1,11.8
9.96,12.1,1,12,3,1.04,0.17,175,0,0.51,0,0
9.16,11.8,2,7,1,0.88,0.74,187,0,0.87,0,0
7.3,4.7,1,19,3,1.43,0.46,81,1,0.3,1,14.8
29.14,6.1,1,17,5,1.21,0.48,188,1,0.71,1,47.7
19.05,11.5,0,20,0,1.64,0.9,22,1,0.29,1,30.6
11.82,12.6,2,7,4,0.61,0.81,36,0,0.83,1,26.0
33.07,9.6,0,8,4,1.56,0.06,184,1,0.93,1,46.8
6.73,4.4,2,12,2,0.95,0.52,22,0,0.95,1,26.3
3.56,8.6,1,15,2,0.87,0.07,362,0,0.93,0,0
33.07,11.9,1,9,5,0.78,0.86,370,1,0.32,1,50.9
17.07,3.7,0,23,5,0.74,0.44,720,0,0.41,0,0
21.31,14.3,1,1,4,0.75,0.04,365,0,0.24,0,0
8.87,9.2,2,18,5,1.83,0.31,362,1,0.17,0,0
15.28,4.7,1,5,2,0.96,0.23,23,0,0.39,1,51.2
23.49,2.2,1,11,2,0.95,0.33,371,0,0.68,1,27.0
19.04,14.6,1,14,3,0.88,0.15,23,0,0.46,1,32.2
17.54,5.4,1,16,5,0.79,0.44,173,0,0.99,1,8.1
5.56,8.9,2,5,5,0.81,0.25,374,0,0.43,0,0
16.52,10.1,1,10,4,2.49,0.16,27,1,0.61,1,65.3
36.1,0.8,1,14,3,0.78,0.1,729,0,0.15,1,25.0
10.31,11.3,1,10,6,1.65,0.5,360,1,0.67,0,0
16.41,3.9,1,10,6,1.26,0.36,187,1,0.68,1,22.6
10.55,7.3,0,21,5,0.74,0.9,173,0,0.76,0,0
4.73,2.8,1,8,1,1.69,0.93,29,1,0.87,1,36.4
3.93,3.6,0,20,1,1.64,0.22,24,1,0.58,0,0
20.14,12.2,2,20,6,1.46,0.58,27,1,0.71,1,54.7
23.33,7.2,1,6,3,0.77,0.95,87,0,0.15,1,22.9
6.45,7.7,1,9,1,1.53,0.34,369,1,0.56,0,0
38.67,3.9,1,8,5,1.47,0.26,90,1,0.92,1,34.0
23.72,7.2,1,12,5,0.68,0.39,170,0,0.95,1,14.2
13.75,13.5,1,4,2,0.51,0.1,370,0,0.32,0,0
9.61,8.7,1,12,4,0.56,0.88,366,0,0.68,0,0
3.93,13.8,0,20,3,1.65,0.63,99,1,0.55,0,0
24.41,2.4,0,11,2,0.75,0.23,189,0,0.38,1,29.3
5.56,8.7,2,7,4,0.74,0.77,183,0,0.14,0,0
19.2,4.1,0,11,6,0.72,0.9,735,0,0.74,0,0
20.5,5.1,0,5,6,0.68,0.45,359,0,0.83,1,24.4
14.18,10.7,1,12,1,0.98,0.35,40,0,0.37,1,29.5
23.56,1.7,1,20,5,1.38,0.08,726,1,0.35,1,30.0
17.07,4.5,1,14,6,1.07,0.89,370,0,0.68,1,26.7
23.79,14.9,1,15,0,0.74,0.21,181,0,0.98,1,17.5
35.18,14.3,1,12,1,1.01,0.92,729,0,0.1,1,50.1
5.56,7.5,1,8,3,1.49,0.19,358,1,0.56,0,0
25.34,3.4,0,10,1,1.37,0.12,358,1,0.9,1,33.5
25.63,2.8,0,8,3,1.24,0.3,27,1,0.82,1,63.8
16.41,4.3,1,11,4,0.97,0.67,37,0,0.63,1,23.8
21.25,11.6,1,13,1,0.84,0.4,356,0,0.96,0,0
26.16,7.0,1,19,0,1.73,0.91,355,1,0.32,1,26.0
18.84,8.6,1,16,1,1.06,0.14,25,0,0.17,1,30.9
20.14,8.0,1,6,0,0.74,0.83,185,0,0.89,1,37.5
28.27,4.3,2,20,3,1.92,0.72,184,1,0.71,1,60.4
20.14,9.2,1,20,5,1.05,0.48,22,1,0.38,1,50.5
23.33,12.2,2,13,4,0.76,0.86,88,0,0.18,1,36.5
4.73,14.2,1,19,0,0.87,0.34,355,1,0.84,0,0
15.28,12.9,2,8,6,1.06,0.58,39,1,0.17,1,34.2
31.39,12.4,2,18,0,1.54,0.11,367,1,0.7,1,54.6
9.22,0.8,1,17,0,1.85,0.9,92,1,0.32,1,21.5
12.87,7.7,1,8,4,0.93,0.71,359,1,0.34,0,0
17.54,1.3,0,13,1,0.58,0.46,23,0,0.6,1,18.5
17.07,11.2,1,6,6,0.9,0.92,189,0,0.73,1,33.4
16.08,1.6,1,13,3,0.59,0.91,185,0,0.43,0,0
26.62,14.5,0,12,3,0.84,0.49,734,0,0.28,1,45.5
5.77,13.6,1,10,6,1.54,0.23,85,1,0.84,1,4.7
15.28,5.0,1,18,5,1.78,0.76,186,1,0.62,1,0
6.97,4.0,1,16,3,0.82,0.84,738,0,0.5,0,0
6.13,12.0,2,8,3,1.42,0.47,375,1,0.98,1,18.0
9.16,14.5,2,23,0,0.85,0.51,371,0,0.15,0,0
3.46,5.2,0,6,1,0.79,0.15,188,0,0.64,0,0
15.04,8.0,1,4,1,0.75,0.39,358,0,0.99,0,0
23.33,3.4,1,11,2,0.9,0.01,371,0,0.58,1,19.3
7.13,3.8,2,12,0,1.0,0.35,25,0,0.18,1,49.0
31.39,10.6,0,19,5,1.38,0.46,374,1,0.86,1,48.1
5.77,13.2,2,9,6,1.85,0.89,367,1,0.81,1,42.7
15.98,10.4,1,17,4,1.85,0.85,97,1,0.38,1,34.8
29.14,13.2,1,7,5,0.85,0.58,369,0,0.74,1,14.4
9.17,7.1,1,10,3,1.59,0.67,357,1,0.48,0,0
11.82,13.6,0,11,3,0.66,0.71,356,0,0.15,0,0
21.31,14.5,0,2,6,0.91,0.46,366,0,0.53,1,4.5
8.8,13.2,1,7,3,0.6,0.88,25,0,0.33,1,52.6
16.05,14.6,1,9,1,1.31,0.06,189,1,0.71,1,32.8
13.35,12.9,1,10,5,1.26,0.51,84,1,0.69,1,20.2
17.07,5.3,1,10,6,1.33,0.14,29,1,0.71,1,39.6
22.65,15.0,1,17,0,1.03,0.84,95,1,0.87,1,25.8
19.2,5.4,1,13,0,0.82,0.2,177,0,0.72,1,8.9
5.06,11.9,1,10,5,1.0,0.09,364,1,0.27,0,0
21.08,11.6,1,6,1,0.88,0.92,365,0,0.88,0,0
35.18,2.8,0,1,5,1.01,0.16,358,0,0.38,1,34.9
6.13,6.7,1,4,5,0.96,0.34,356,0,0.4,0,0
13.75,13.1,1,19,0,1.7,0.08,183,1,0.9,1,20.4
9.17,13.4,2,20,4,1.04,0.75,83,1,0.51,1,8.3
26.62,12.0,0,11,2,0.51,0.63,355,0,0.69,1,37.7
6.45,14.5,1,11,1,0.84,0.82,370,0,0.2,0,0
28.27,3.9,2,7,0,0.71,0.51,735,0,0.33,1,12.5
10.9,7.6,1,18,5,1.98,0.68,370,1,0.16,0,0
25.63,4.3,1,8,3,1.2,0.95,174,1,0.88,1,45.9
19.04,8.9,1,20,6,1.49,0.68,721,1,0.43,1,51.8
13.52,3.2,0,10,0,1.65,0.25,173,1,0.75,1,36.1
16.28,15.0,1,9,5,1.53,0.9,365,1,0.61,1,17.2
3.56,7.3,1,11,5,0.84,0.07,177,0,0.62,0,0
19.8,7.0,0,16,2,0.68,0.76,39,0,0.64,0,0
2.96,14.6,0,17,1,1.05,0.91,375,1,0.47,0,0
15.04,7.8,1,12,5,0.55,0.05,184,0,0.38,0,0
5.03,9.4,1,10,2,1.44,0.66,361,1,0.83,0,0
10.31,12.8,2,9,5,1.44,0.84,23,1,0.86,1,65.2
17.54,14.3,1,14,5,0.64,0.76,184,0,0.29,1,29.8
13.65,14.0,0,10,6,1.72,0.13,372,1,0.38,1,46.6
19.8,2.0,2,7,3,0.73,0.57,357,0,0.76,0,0
9.96,7.6,0,19,0,1.64,0.02,363,1,0.68,0,0
13.75,5.2,1,13,0,0.9,0.51,182,0,0.89,1,19.8
12.66,8.4,1,23,5,0.99,0.16,93,0,0.96,0,0
19.8,6.8,0,7,3,0.56,0.5,358,0,0.5,0,0
10.55,7.0,1,18,3,1.42,0.75,180,1,0.22,1,22.9
19.05,10.6,2,18,4,1.3,0.68,368,1,0.93,1,33.1
9.71,13.2,1,11,1,0.7,0.05,172,0,0.29,0,0
36.1,12.3,1,16,1,0.79,0.43,171,0,0.24,1,38.9
6.73,1.1,1,8,3,1.39,0.3,189,1,0.78,0,0
13.65,2.0,0,17,3,1.44,0.9,740,1,0.23,1,25.4
25.63,9.7,1,9,4,1.63,0.73,91,1,0.45,1,54.0
19.05,12.1,0,10,6,1.51,0.71,357,1,0.66,1,56.4
3.46,5.2,1,11,4,0.87,0.43,721,0,0.73,0,0
2.37,1.3,2,13,4,0.83,0.21,26,0,0.29,0,0
7.13,4.5,2,18,1,2.34,0.02,739,1,0.26,0,0
9.82,0.7,0,18,2,1.54,0.95,170,1,0.62,0,0
8.87,14.2,1,19,2,1.32,0.12,375,1,0.46,1,15.2
23.79,5.3,1,8,3,1.16,0.88,100,1,0.54,1,44.1
38.67,9.7,1,10,5,1.26,0.06,364,1,0.45,1,34.6
13.22,4.1,1,21,2,1.01,0.14,33,0,0.95,1,32.9
12.83,12.5,0,9,5,1.29,0.68,174,1,0.11,0,0
6.97,7.3,0,12,2,0.85,0.45,24,0,0.53,1,42.8
12.67,9.9,1,19,3,1.5,0.67,724,1,0.56,1,17.1
18.52,7.0,1,19,4,1.31,0.49,178,1,0.37,1,58.5
3.46,12.6,1,4,0,1.2,0.14,369,0,0.92,0,0
21.92,2.8,1,19,0,1.31,0.06,724,1,0.96,1,45.4
10.86,12.4,1,20,5,1.22,0.22,356,1,0.66,0,0
20.95,4.1,0,10,2,1.73,0.24,88,1,0.32,1,44.4
10.86,10.5,1,5,2,0.82,0.17,361,0,0.11,0,0
33.07,10.5,1,15,2,0.85,0.48,372,0,0.72,1,39.1
20.19,4.7,2,10,2,1.49,0.62,365,1,0.56,1,31.5
22.5,13.7,1,18,2,1.55,0.38,95,1,0.76,1,67.0
8.43,6.0,0,19,0,1.74,0.15,28,1,0.46,1,53.4
9.22,6.8,1,21,0,0.86,0.82,93,0,0.8,0,0
10.31,1.5,0,12,6,1.27,0.35,181,0,0.87,0,0
14.05,8.0,1,18,3,0.83,0.64,178,1,0.11,0,0
6.13,12.2,1,11,3,0.78,0.93,359,0,0.3,0,0
5.03,8.6,0,12,1,0.72,0.04,98,0,0.17,0,0
28.27,2.1,1,17,3,1.17,0.15,721,1,0.9,1,34.6
13.75,2.3,1,18,5,1.27,0.37,356,1,0.45,0,0
20.95,14.2,1,7,4,0.96,0.85,356,0,0.62,0,0
14.33,7.9,1,9,2,1.14,0.54,98,1,0.23,1,20.7
23.79,14.6,1,8,5,1.68,0.21,361,1,0.81,0,0
5.39,9.2,1,5,6,0.85,0.05,23,0,0.68,1,29.7
8.48,3.8,1,18,2,1.71,0.48,89,1,0.62,1,25.9
10.31,7.7,1,12,0,0.8,0.31,91,0,0.53,1,31.2
19.68,14.6,1,13,0,0.68,0.13,89,0,0.89,1,39.6
12.87,9.3,1,8,3,1.67,0.91,26,1,0.65,1,66.2
14.39,10.5,0,17,4,1.37,0.66,731,1,0.97,1,23.9
18.52,12.8,0,7,2,1.04,0.59,366,0,0.25,0,0
4.73,11.5,2,7,6,0.87,0.53,100,0,0.69,0,0
